,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau
12358,F,N,N,0,Working,Secondary / secondary special,Civil marriage,With parents,32.81643835616438,7.616438356164384,1,0,1,0,2.0,False
12361,M,N,Y,1,State servant,Higher education,Married,House / apartment,30.36164383561644,1.03013698630137,1,0,0,0,3.0,False
12365,F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.35890410958904,6.531506849315068,1,0,0,1,2.0,False
12368,M,N,N,0,Working,Secondary / secondary special,Widow,Municipal apartment,53.16712328767123,0.947945205479452,1,0,0,0,1.0,False
12369,M,Y,Y,0,Working,Higher education,Married,House / apartment,34.97260273972603,2.03013698630137,1,0,0,1,2.0,False
12374,F,N,N,0,Pensioner,Higher education,Married,Municipal apartment,53.97260273972603,-1000.6657534246576,1,0,0,0,2.0,False
12375,F,N,Y,0,Working,Incomplete higher,Married,House / apartment,33.59452054794521,0.6109589041095891,1,0,0,1,2.0,False
12380,F,N,Y,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,65.09041095890412,-1000.6657534246576,1,0,0,0,2.0,False
12384,F,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,45.33698630136986,3.6986301369863015,1,0,0,0,2.0,False
12385,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,33.915068493150685,12.2,1,0,0,1,2.0,True
12386,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,33.915068493150685,12.2,1,0,0,1,2.0,False
12388,F,N,Y,2,Commercial associate,Higher education,Married,With parents,39.271232876712325,1.03013698630137,1,0,0,0,4.0,True
12389,F,Y,Y,1,State servant,Secondary / secondary special,Married,House / apartment,46.47123287671233,1.115068493150685,1,0,1,1,3.0,False
12391,F,N,N,1,Working,Secondary / secondary special,Married,House / apartment,44.97260273972603,8.367123287671232,1,0,0,1,3.0,False
12393,M,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,53.56438356164384,5.279452054794521,1,0,1,1,2.0,False
12395,F,Y,Y,2,Commercial associate,Secondary / secondary special,Married,House / apartment,42.53424657534247,9.197260273972605,1,0,0,0,4.0,False
12396,M,N,N,0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,24.254794520547943,2.695890410958904,1,0,0,1,2.0,False
12398,M,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,28.213698630136985,8.616438356164384,1,0,0,0,3.0,False
12399,F,N,Y,1,Working,Higher education,Separated,House / apartment,39.88767123287671,4.032876712328767,1,0,1,1,2.0,False
12402,M,Y,Y,0,Working,Higher education,Married,House / apartment,53.10958904109589,18.28767123287671,1,0,1,1,2.0,False
12403,F,N,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,29.578082191780823,5.364383561643836,1,1,1,0,3.0,False
12404,F,N,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,29.578082191780823,5.364383561643836,1,1,1,0,3.0,True
12406,F,N,Y,1,Pensioner,Secondary / secondary special,Married,House / apartment,46.35616438356164,-1000.6657534246576,1,0,0,0,3.0,False
12408,F,N,Y,0,Pensioner,Higher education,Married,House / apartment,55.76712328767123,-1000.6657534246576,1,0,1,1,2.0,False
12410,F,Y,Y,1,State servant,Higher education,Married,House / apartment,37.72876712328768,5.698630136986301,1,0,0,0,3.0,False
12413,M,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,50.30684931506849,5.865753424657535,1,0,0,0,2.0,False
12414,F,N,Y,0,State servant,Higher education,Civil marriage,House / apartment,45.17808219178082,7.534246575342466,1,0,1,0,2.0,False
12417,F,N,Y,0,State servant,Higher education,Married,House / apartment,55.24109589041096,0.6109589041095891,1,1,1,0,2.0,False
12422,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,60.48767123287672,-1000.6657534246576,1,0,0,0,2.0,False
12424,F,N,Y,0,Working,Secondary / secondary special,Widow,House / apartment,54.49315068493151,6.531506849315068,1,1,0,0,1.0,False
12425,M,N,N,0,Working,Secondary / secondary special,Single / not married,House / apartment,41.98082191780822,22.71232876712329,1,1,0,0,1.0,False
12428,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,44.15068493150685,2.698630136986301,1,0,0,0,2.0,False
12433,F,N,N,2,State servant,Higher education,Married,House / apartment,37.608219178082194,14.287671232876711,1,0,0,0,4.0,False
12434,M,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,52.98630136986301,11.202739726027398,1,1,0,1,2.0,False
12438,M,N,N,0,Working,Secondary / secondary special,Married,House / apartment,52.394520547945206,13.873972602739729,1,0,1,0,2.0,False
12445,F,N,N,0,Working,Higher education,Married,With parents,55.73424657534247,5.035616438356165,1,1,1,0,2.0,False
12447,F,N,N,0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,64.32328767123288,-1000.6657534246576,1,0,0,0,1.0,False
12448,F,N,N,0,Pensioner,Secondary / secondary special,Widow,House / apartment,63.75616438356165,-1000.6657534246576,1,0,1,0,1.0,True
12449,F,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,47.58904109589041,23.13150684931507,1,1,1,0,2.0,False
12450,M,Y,N,2,Working,Secondary / secondary special,Civil marriage,House / apartment,37.05205479452055,5.953424657534247,1,0,0,0,4.0,False
12451,M,Y,N,0,Commercial associate,Higher education,Separated,House / apartment,35.73698630136986,4.786301369863014,1,0,1,0,1.0,False
12452,F,N,N,0,State servant,Secondary / secondary special,Married,Municipal apartment,46.86027397260274,8.284931506849315,1,1,0,0,2.0,False
12454,M,Y,N,0,Working,Incomplete higher,Single / not married,House / apartment,23.45205479452055,0.8657534246575342,1,1,0,0,1.0,False
12457,M,Y,N,1,Commercial associate,Secondary / secondary special,Married,House / apartment,45.30958904109589,10.536986301369865,1,1,0,0,3.0,False
12462,M,Y,N,0,Working,Incomplete higher,Married,House / apartment,32.75342465753425,2.4465753424657533,1,1,1,1,2.0,False
12469,M,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,53.38082191780822,18.624657534246577,1,0,0,0,2.0,False
12470,F,N,N,2,Working,Secondary / secondary special,Married,House / apartment,36.83835616438356,7.4520547945205475,1,0,0,0,4.0,False
12482,M,Y,N,0,Working,Higher education,Married,House / apartment,26.484931506849318,2.783561643835617,1,0,1,0,2.0,False
12483,F,N,N,0,Working,Higher education,Married,House / apartment,40.16712328767123,15.126027397260271,1,0,0,0,2.0,False
12487,F,N,N,0,Working,Higher education,Separated,House / apartment,47.035616438356165,6.701369863013698,1,1,0,0,1.0,False
12489,M,Y,N,1,Working,Higher education,Married,House / apartment,49.12876712328767,10.956164383561644,1,1,1,0,3.0,False
12490,M,N,N,0,State servant,Secondary / secondary special,Married,House / apartment,39.28493150684932,0.8657534246575342,1,1,0,0,2.0,False
12495,F,Y,N,2,Working,Secondary / secondary special,Married,House / apartment,30.052054794520547,0.4465753424657534,1,0,0,1,4.0,False
12498,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,36.31506849315068,6.367123287671233,1,1,0,0,2.0,False
12499,F,N,N,1,Working,Secondary / secondary special,Married,House / apartment,44.15890410958904,5.367123287671233,1,0,1,0,3.0,False
12502,M,Y,N,0,Working,Lower secondary,Married,Co-op apartment,36.276712328767125,1.1945205479452057,1,1,1,0,2.0,False
12507,F,N,N,0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.06849315068493,10.956164383561644,1,0,1,0,2.0,False
12510,M,Y,N,0,Working,Secondary / secondary special,Separated,House / apartment,46.72328767123288,1.9506849315068493,1,0,1,0,1.0,False
12511,M,N,N,1,Working,Secondary / secondary special,Married,House / apartment,31.39452054794521,2.8657534246575342,1,1,0,0,3.0,False
12513,F,N,N,2,State servant,Secondary / secondary special,Married,Office apartment,30.61917808219178,7.956164383561644,1,1,0,0,4.0,False
12514,F,Y,N,0,Pensioner,Secondary / secondary special,Married,House / apartment,56.47123287671233,-1000.6657534246576,1,0,0,0,2.0,False
12517,F,Y,N,0,Working,Higher education,Married,House / apartment,41.96712328767124,15.04109589041096,1,0,0,0,2.0,False
12521,M,Y,N,1,Working,Higher education,Married,House / apartment,25.46849315068493,0.5315068493150685,1,1,0,1,3.0,False
12522,M,Y,N,1,Working,Higher education,Married,With parents,42.24657534246575,4.282191780821917,1,0,0,0,3.0,False
12523,F,N,N,0,Pensioner,Secondary / secondary special,Married,House / apartment,53.71232876712329,-1000.6657534246576,1,0,0,0,2.0,False
12524,M,Y,N,0,Pensioner,Higher education,Married,House / apartment,46.038356164383565,-1000.6657534246576,1,0,0,0,2.0,False
12530,M,Y,N,2,Working,Secondary / secondary special,Married,House / apartment,38.72876712328768,7.2,1,1,0,0,4.0,False
12534,M,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,32.88219178082192,6.197260273972603,1,1,0,0,2.0,False
12536,M,Y,N,2,Working,Secondary / secondary special,Married,House / apartment,50.24109589041096,15.542465753424658,1,1,0,0,4.0,False
12537,M,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,51.156164383561645,6.786301369863014,1,1,1,0,2.0,False
12539,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,45.81643835616438,1.9506849315068493,1,1,0,0,2.0,False
12540,M,N,N,1,Working,Incomplete higher,Married,Rented apartment,31.04383561643836,4.953424657534247,1,1,1,0,3.0,False
12542,M,N,N,1,Working,Incomplete higher,Married,Rented apartment,31.04383561643836,4.953424657534247,1,1,1,0,3.0,True
12544,M,Y,N,0,Working,Higher education,Married,House / apartment,45.21369863013699,3.117808219178082,1,0,1,0,2.0,False
12546,F,N,N,1,Working,Secondary / secondary special,Married,House / apartment,34.038356164383565,4.701369863013698,1,0,0,0,3.0,False
12549,F,N,N,0,Pensioner,Secondary / secondary special,Married,House / apartment,54.9041095890411,-1000.6657534246576,1,0,0,0,2.0,False
12551,F,N,N,0,State servant,Secondary / secondary special,Widow,House / apartment,52.86301369863013,14.372602739726029,1,1,0,0,1.0,False
12553,F,N,N,1,Pensioner,Lower secondary,Married,House / apartment,33.23013698630137,-1000.6657534246576,1,0,0,0,3.0,False
12554,M,Y,N,0,Working,Higher education,Married,With parents,28.53972602739726,1.1945205479452057,1,0,0,0,2.0,False
12558,F,N,N,1,Working,Secondary / secondary special,Civil marriage,House / apartment,27.81095890410959,3.117808219178082,1,0,0,0,3.0,False
12562,F,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,46.79178082191781,1.8657534246575345,1,1,1,0,2.0,False
12566,F,N,N,0,Working,Higher education,Civil marriage,House / apartment,26.22739726027397,3.032876712328767,1,1,1,0,2.0,False
12569,M,N,N,2,Working,Secondary / secondary special,Civil marriage,House / apartment,28.83561643835617,2.364383561643836,1,1,1,0,4.0,False
12570,M,N,N,0,Working,Higher education,Married,House / apartment,37.345205479452055,6.953424657534247,1,0,1,0,2.0,False
12572,F,Y,N,0,Working,Higher education,Married,House / apartment,41.6,0.9506849315068492,1,1,1,0,2.0,False
12573,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,51.30958904109589,25.54794520547945,1,0,0,0,2.0,False
12581,M,Y,N,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,52.44383561643836,6.616438356164384,1,1,0,0,2.0,False
12582,M,Y,N,1,Working,Secondary / secondary special,Civil marriage,House / apartment,31.49041095890411,1.5315068493150683,1,1,0,0,3.0,False
12583,M,N,N,0,State servant,Higher education,Married,House / apartment,32.78082191780822,10.61917808219178,1,0,0,0,2.0,False
12588,F,N,N,0,Pensioner,Secondary / secondary special,Married,House / apartment,65.07671232876713,-1000.6657534246576,1,0,0,0,2.0,False
12590,F,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,47.293150684931504,3.032876712328767,1,1,1,0,3.0,False
12595,F,Y,Y,1,Working,Secondary / secondary special,Married,House / apartment,43.83287671232877,8.956164383561644,1,1,0,0,3.0,False
12598,M,Y,Y,0,State servant,Higher education,Married,House / apartment,32.5972602739726,6.701369863013698,1,0,0,0,2.0,False
12602,F,N,Y,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,62.276712328767125,-1000.6657534246576,1,0,0,0,1.0,False
12604,M,Y,Y,0,Pensioner,Higher education,Married,House / apartment,63.87123287671233,-1000.6657534246576,1,0,0,0,2.0,False
12609,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0027397260274,-1000.6657534246576,1,0,0,1,2.0,False
12613,M,N,N,2,Working,Secondary / secondary special,Married,House / apartment,27.2054794520548,6.367123287671233,1,0,0,1,4.0,False
12623,F,Y,Y,0,Working,Higher education,Married,Co-op apartment,60.78082191780822,0.9506849315068492,1,1,0,0,2.0,False
12629,F,N,Y,0,State servant,Incomplete higher,Married,House / apartment,48.02465753424657,4.701369863013698,1,0,0,0,2.0,False
12630,F,N,Y,0,State servant,Incomplete higher,Married,House / apartment,48.02465753424657,4.701369863013698,1,0,0,0,2.0,True
12631,F,N,Y,0,Working,Incomplete higher,Married,House / apartment,29.572602739726022,11.03835616438356,1,0,0,1,2.0,False
12634,F,N,Y,1,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,46.90684931506849,26.715068493150685,1,0,0,0,2.0,False
12637,M,Y,Y,1,Working,Secondary / secondary special,Married,House / apartment,41.75068493150685,6.953424657534247,1,0,1,0,3.0,False
12643,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,60.3041095890411,11.706849315068494,1,0,0,0,2.0,False
12645,F,N,Y,1,Commercial associate,Higher education,Separated,House / apartment,47.367123287671234,15.205479452054794,1,0,0,1,2.0,False
12650,F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,52.13972602739726,-1000.6657534246576,1,0,0,0,2.0,False
12652,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,54.07671232876712,0.7835616438356164,1,1,0,0,2.0,False
12655,M,N,Y,2,Working,Secondary / secondary special,Married,House / apartment,30.164383561643834,5.035616438356165,1,0,0,0,4.0,False
12656,M,N,N,0,Commercial associate,Secondary / secondary special,Married,Rented apartment,52.035616438356165,4.786301369863014,1,0,0,1,2.0,False
12658,F,N,Y,0,Pensioner,Higher education,Widow,House / apartment,61.21643835616438,-1000.6657534246576,1,0,0,0,1.0,False
12659,F,N,Y,1,Working,Secondary / secondary special,Single / not married,House / apartment,41.40821917808219,17.123287671232877,1,0,0,0,2.0,False
12660,F,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,40.106849315068494,1.86027397260274,1,0,0,0,2.0,False
12662,F,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,59.51780821917808,3.7013698630136975,1,0,0,0,2.0,False
12663,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,31.47945205479452,8.536986301369863,1,1,1,0,2.0,False
12664,F,Y,Y,2,Commercial associate,Secondary / secondary special,Married,House / apartment,34.635616438356166,9.035616438356165,1,0,0,0,4.0,False
12667,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,47.27945205479452,8.865753424657534,1,0,0,0,2.0,False
12670,M,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,53.83013698630137,-1000.6657534246576,1,0,0,0,2.0,False
12672,F,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,48.85753424657534,1.6986301369863013,1,0,1,0,2.0,False
12675,M,N,N,0,Commercial associate,Higher education,Civil marriage,House / apartment,25.646575342465752,0.4493150684931506,1,1,0,0,2.0,False
12676,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.55616438356165,-1000.6657534246576,1,0,0,0,2.0,False
12680,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,66.53424657534246,-1000.6657534246576,1,0,0,0,2.0,False
12682,F,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,46.71780821917808,8.36986301369863,1,0,0,0,2.0,False
12686,M,Y,Y,2,Working,Secondary / secondary special,Married,House / apartment,29.50958904109589,3.7013698630136975,1,0,0,0,4.0,False
12687,F,N,N,1,Working,Secondary / secondary special,Married,With parents,35.1013698630137,9.284931506849317,1,1,1,0,3.0,False
